application_id,submission_date,decision_date,visa_type,applicant_country,processing_office,status,processing_days,submission_month,submission_quarter,is_peak_season,country_avg_days,office_avg_days,status_binary
449,2024-07-09,2024-08-24,Student,Germany,Berlin,Denied,46,7,3,1,41.94634146341463,42.0548523206751,0.0
450,2024-04-14,2024-05-17,Work,Brazil,Mumbai,Certified,33,4,2,0,40.990338164251206,41.49626865671642,1.0
451,2024-12-16,2025-01-31,Work,Brazil,SaoPaulo,Denied,46,12,4,1,40.990338164251206,41.93832599118943,0.0
452,2024-12-03,2025-01-18,Work,Brazil,SaoPaulo,Denied,46,12,4,1,40.990338164251206,41.93832599118943,0.0
453,2024-07-01,2024-08-25,Work,Nepal,SaoPaulo,Denied,55,7,3,1,41.83756345177665,41.93832599118943,0.0
454,2024-01-10,2024-02-25,Tourist,Nigeria,Delhi,Denied,46,1,1,0,41.93877551020408,42.42922374429224,0.0
455,2024-08-05,2024-09-18,Tourist,Germany,Tokyo,Certified,44,8,3,1,41.94634146341463,41.72289156626506,1.0
456,2024-07-21,2024-09-02,Student,India,SaoPaulo,Certified,43,7,3,1,41.64736842105263,41.93832599118943,1.0
457,2024-02-24,2024-03-29,Work,India,SaoPaulo,Certified,34,2,1,0,41.64736842105263,41.93832599118943,1.0
458,2024-08-19,2024-10-02,Student,Japan,Mumbai,Certified,44,8,3,1,43.073170731707314,41.49626865671642,1.0
459,2024-11-02,2024-12-06,Work,Nigeria,SaoPaulo,Certified,34,11,4,0,41.93877551020408,41.93832599118943,1.0
460,2024-02-08,2024-03-22,Student,Japan,Berlin,Certified,43,2,1,0,43.073170731707314,42.0548523206751,1.0
461,2024-09-21,2024-10-28,Business,Nigeria,Berlin,Certified,37,9,3,1,41.93877551020408,42.0548523206751,1.0
462,2024-02-21,2024-04-08,Student,Nigeria,Berlin,Denied,47,2,1,0,41.93877551020408,42.0548523206751,0.0
463,2024-09-30,2024-11-16,Business,Japan,Tokyo,Denied,47,9,3,1,43.073170731707314,41.72289156626506,0.0
464,2024-06-01,2024-07-17,Student,Nigeria,Delhi,Denied,46,6,2,1,41.93877551020408,42.42922374429224,0.0
465,2024-01-03,2024-02-16,Student,Nepal,Berlin,Certified,44,1,1,0,41.83756345177665,42.0548523206751,1.0
466,2024-12-18,2025-02-04,Work,Nigeria,SaoPaulo,Denied,48,12,4,1,41.93877551020408,41.93832599118943,0.0
467,2024-03-01,2024-04-06,Student,Nepal,Berlin,Certified,36,3,1,0,41.83756345177665,42.0548523206751,1.0
468,2024-08-05,2024-09-17,Tourist,Brazil,Mumbai,Certified,43,8,3,1,40.990338164251206,41.49626865671642,1.0
469,2024-03-07,2024-04-02,Student,Germany,Delhi,Certified,26,3,1,0,41.94634146341463,42.42922374429224,1.0
470,2024-12-06,2025-01-17,Business,India,Berlin,Certified,42,12,4,1,41.64736842105263,42.0548523206751,1.0
471,2024-09-26,2024-11-14,Tourist,Germany,Tokyo,Denied,49,9,3,1,41.94634146341463,41.72289156626506,0.0
472,2024-10-20,2024-11-30,Student,Nigeria,Berlin,Certified,41,10,4,0,41.93877551020408,42.0548523206751,1.0
473,2024-06-06,2024-07-27,Work,Nepal,SaoPaulo,Denied,51,6,2,1,41.83756345177665,41.93832599118943,0.0
474,2024-06-19,2024-07-24,Work,India,Tokyo,Certified,35,6,2,1,41.64736842105263,41.72289156626506,1.0
475,2024-08-19,2024-10-04,Student,Germany,Berlin,Denied,46,8,3,1,41.94634146341463,42.0548523206751,0.0
476,2024-10-13,2024-11-14,Tourist,Germany,Delhi,Certified,32,10,4,0,41.94634146341463,42.42922374429224,1.0
477,2024-11-05,2024-12-26,Tourist,Germany,Berlin,Denied,51,11,4,0,41.94634146341463,42.0548523206751,0.0
478,2024-01-07,2024-02-06,Student,Brazil,Delhi,Certified,30,1,1,0,40.990338164251206,42.42922374429224,1.0
479,2024-08-30,2024-10-29,Business,Nigeria,Tokyo,Denied,60,8,3,1,41.93877551020408,41.72289156626506,0.0
480,2024-02-09,2024-03-19,Tourist,Brazil,Delhi,Certified,39,2,1,0,40.990338164251206,42.42922374429224,1.0
481,2024-04-15,2024-05-24,Business,Brazil,SaoPaulo,Certified,39,4,2,0,40.990338164251206,41.93832599118943,1.0
482,2024-10-29,2024-12-10,Work,Nepal,Mumbai,Certified,42,10,4,0,41.83756345177665,41.49626865671642,1.0
483,2024-04-01,2024-05-12,Tourist,Nepal,Berlin,Certified,41,4,2,0,41.83756345177665,42.0548523206751,1.0
484,2024-10-17,2024-11-17,Student,Japan,Delhi,Certified,31,10,4,0,43.073170731707314,42.42922374429224,1.0
485,2024-06-17,2024-08-12,Tourist,Nigeria,Mumbai,Denied,56,6,2,1,41.93877551020408,41.49626865671642,0.0
486,2024-03-25,2024-05-03,Business,Nepal,SaoPaulo,Certified,39,3,1,0,41.83756345177665,41.93832599118943,1.0
487,2024-05-01,2024-06-15,Work,Japan,Mumbai,Denied,45,5,2,0,43.073170731707314,41.49626865671642,0.0
488,2024-07-12,2024-08-25,Student,India,Berlin,Certified,44,7,3,1,41.64736842105263,42.0548523206751,1.0
489,2024-10-06,2024-11-12,Student,Nigeria,SaoPaulo,Certified,37,10,4,0,41.93877551020408,41.93832599118943,1.0
490,2024-08-09,2024-09-22,Work,India,Tokyo,Certified,44,8,3,1,41.64736842105263,41.72289156626506,1.0
491,2024-12-06,2025-01-28,Tourist,Brazil,Delhi,Denied,53,12,4,1,40.990338164251206,42.42922374429224,0.0
492,2024-11-12,2024-12-27,Student,Nigeria,Mumbai,Denied,45,11,4,0,41.93877551020408,41.49626865671642,0.0
493,2024-10-01,2024-11-14,Tourist,Japan,Mumbai,Certified,44,10,4,0,43.073170731707314,41.49626865671642,1.0
494,2024-08-08,2024-09-27,Work,Japan,Mumbai,Denied,50,8,3,1,43.073170731707314,41.49626865671642,0.0
495,2024-04-15,2024-05-19,Work,Japan,Mumbai,Certified,34,4,2,0,43.073170731707314,41.49626865671642,1.0
496,2024-05-30,2024-07-09,Student,Nepal,Berlin,Certified,40,5,2,0,41.83756345177665,42.0548523206751,1.0
497,2024-02-13,2024-03-11,Tourist,India,Mumbai,Certified,27,2,1,0,41.64736842105263,41.49626865671642,1.0
498,2024-05-16,2024-06-24,Student,Japan,Mumbai,Certified,39,5,2,0,43.073170731707314,41.49626865671642,1.0
499,2024-12-04,2025-01-20,Business,Japan,Berlin,Denied,47,12,4,1,43.073170731707314,42.0548523206751,0.0
500,2024-06-04,2024-08-03,Tourist,Nepal,Mumbai,Denied,60,6,2,1,41.83756345177665,41.49626865671642,0.0
501,2024-02-11,2024-04-04,Tourist,India,Mumbai,Denied,53,2,1,0,41.64736842105263,41.49626865671642,0.0
502,2024-08-25,2024-10-09,Tourist,Nigeria,Berlin,Denied,45,8,3,1,41.93877551020408,42.0548523206751,0.0
503,2024-12-17,2025-02-11,Business,India,SaoPaulo,Denied,56,12,4,1,41.64736842105263,41.93832599118943,0.0
504,2024-11-12,2024-12-22,Tourist,India,Berlin,Certified,40,11,4,0,41.64736842105263,42.0548523206751,1.0
505,2024-04-10,2024-05-21,Work,Japan,Berlin,Certified,41,4,2,0,43.073170731707314,42.0548523206751,1.0
506,2024-06-14,2024-08-06,Business,Brazil,SaoPaulo,Denied,53,6,2,1,40.990338164251206,41.93832599118943,0.0
507,2024-07-12,2024-08-27,Work,India,Tokyo,Denied,46,7,3,1,41.64736842105263,41.72289156626506,0.0
508,2024-03-31,2024-05-16,Student,Nigeria,Mumbai,Denied,46,3,1,0,41.93877551020408,41.49626865671642,0.0
509,2024-04-08,2024-05-14,Tourist,Brazil,Mumbai,Certified,36,4,2,0,40.990338164251206,41.49626865671642,1.0
510,2024-03-27,2024-04-28,Tourist,Nigeria,Berlin,Certified,32,3,1,0,41.93877551020408,42.0548523206751,1.0
511,2024-12-29,2025-02-02,Tourist,Japan,Berlin,Certified,35,12,4,1,43.073170731707314,42.0548523206751,1.0
512,2024-09-29,2024-11-16,Business,Nepal,Delhi,Denied,48,9,3,1,41.83756345177665,42.42922374429224,0.0
513,2024-11-02,2024-12-10,Tourist,Nigeria,Delhi,Certified,38,11,4,0,41.93877551020408,42.42922374429224,1.0
514,2024-10-25,2024-12-04,Tourist,Germany,Mumbai,Certified,40,10,4,0,41.94634146341463,41.49626865671642,1.0
515,2024-12-16,2025-01-23,Business,Brazil,SaoPaulo,Certified,38,12,4,1,40.990338164251206,41.93832599118943,1.0
516,2024-02-08,2024-03-18,Student,Japan,Tokyo,Certified,39,2,1,0,43.073170731707314,41.72289156626506,1.0
517,2024-11-17,2025-01-05,Student,Brazil,SaoPaulo,Denied,49,11,4,0,40.990338164251206,41.93832599118943,0.0
518,2024-01-25,2024-03-01,Work,Brazil,Delhi,Certified,36,1,1,0,40.990338164251206,42.42922374429224,1.0
519,2024-06-22,2024-08-22,Work,Japan,Berlin,Denied,61,6,2,1,43.073170731707314,42.0548523206751,0.0
520,2024-08-04,2024-09-27,Business,Nigeria,Berlin,Denied,54,8,3,1,41.93877551020408,42.0548523206751,0.0
521,2024-05-10,2024-06-18,Student,Japan,Berlin,Certified,39,5,2,0,43.073170731707314,42.0548523206751,1.0
522,2024-02-23,2024-04-04,Work,Germany,Berlin,Certified,41,2,1,0,41.94634146341463,42.0548523206751,1.0
523,2024-03-11,2024-04-25,Business,Germany,Mumbai,Denied,45,3,1,0,41.94634146341463,41.49626865671642,0.0
524,2024-10-28,2024-12-12,Student,Nepal,Delhi,Denied,45,10,4,0,41.83756345177665,42.42922374429224,0.0
525,2024-04-26,2024-06-14,Student,Brazil,SaoPaulo,Denied,49,4,2,0,40.990338164251206,41.93832599118943,0.0
526,2024-04-23,2024-06-04,Business,Japan,SaoPaulo,Certified,42,4,2,0,43.073170731707314,41.93832599118943,1.0
527,2024-12-03,2025-01-19,Tourist,Nigeria,Delhi,Denied,47,12,4,1,41.93877551020408,42.42922374429224,0.0
528,2024-02-22,2024-03-31,Tourist,Nepal,Berlin,Certified,38,2,1,0,41.83756345177665,42.0548523206751,1.0
529,2024-11-30,2025-01-14,Work,Nepal,Berlin,Denied,45,11,4,0,41.83756345177665,42.0548523206751,0.0
530,2024-12-02,2025-01-07,Business,Germany,Tokyo,Certified,36,12,4,1,41.94634146341463,41.72289156626506,1.0
531,2024-08-06,2024-09-23,Tourist,Nepal,SaoPaulo,Denied,48,8,3,1,41.83756345177665,41.93832599118943,0.0
532,2024-03-01,2024-04-21,Business,India,Berlin,Denied,51,3,1,0,41.64736842105263,42.0548523206751,0.0
533,2024-02-26,2024-04-06,Business,Germany,Tokyo,Certified,40,2,1,0,41.94634146341463,41.72289156626506,1.0
534,2024-04-13,2024-05-28,Business,Nepal,SaoPaulo,Denied,45,4,2,0,41.83756345177665,41.93832599118943,0.0
535,2024-07-29,2024-09-14,Student,Germany,SaoPaulo,Denied,47,7,3,1,41.94634146341463,41.93832599118943,0.0
536,2024-02-26,2024-04-05,Student,Nigeria,Mumbai,Certified,39,2,1,0,41.93877551020408,41.49626865671642,1.0
537,2024-06-15,2024-07-26,Work,Japan,SaoPaulo,Certified,41,6,2,1,43.073170731707314,41.93832599118943,1.0
538,2024-02-12,2024-03-22,Tourist,Nigeria,Berlin,Certified,39,2,1,0,41.93877551020408,42.0548523206751,1.0
539,2024-07-16,2024-08-30,Business,Japan,Delhi,Denied,45,7,3,1,43.073170731707314,42.42922374429224,0.0
540,2024-01-08,2024-02-23,Work,Japan,Tokyo,Denied,46,1,1,0,43.073170731707314,41.72289156626506,0.0
541,2024-09-15,2024-10-22,Student,Nepal,SaoPaulo,Certified,37,9,3,1,41.83756345177665,41.93832599118943,1.0
542,2024-01-21,2024-03-06,Work,Japan,Mumbai,Denied,45,1,1,0,43.073170731707314,41.49626865671642,0.0
543,2024-03-12,2024-04-13,Work,Germany,Berlin,Certified,32,3,1,0,41.94634146341463,42.0548523206751,1.0
544,2024-03-04,2024-04-14,Work,India,Mumbai,Certified,41,3,1,0,41.64736842105263,41.49626865671642,1.0
545,2024-10-30,2024-12-05,Business,India,Delhi,Certified,36,10,4,0,41.64736842105263,42.42922374429224,1.0
546,2024-01-20,2024-02-24,Business,Nepal,SaoPaulo,Certified,35,1,1,0,41.83756345177665,41.93832599118943,1.0
547,2024-06-05,2024-07-20,Business,India,Delhi,Denied,45,6,2,1,41.64736842105263,42.42922374429224,0.0
548,2024-08-03,2024-09-15,Work,Brazil,Berlin,Certified,43,8,3,1,40.990338164251206,42.0548523206751,1.0
549,2024-07-07,2024-08-18,Work,Japan,Delhi,Certified,42,7,3,1,43.073170731707314,42.42922374429224,1.0
550,2024-09-05,2024-10-27,Student,Brazil,Tokyo,Denied,52,9,3,1,40.990338164251206,41.72289156626506,0.0
551,2024-10-20,2024-12-04,Tourist,India,SaoPaulo,Denied,45,10,4,0,41.64736842105263,41.93832599118943,0.0
552,2024-05-23,2024-06-30,Student,Brazil,Tokyo,Certified,38,5,2,0,40.990338164251206,41.72289156626506,1.0
553,2024-10-29,2024-11-26,Business,Nepal,Tokyo,Certified,28,10,4,0,41.83756345177665,41.72289156626506,1.0
554,2024-04-26,2024-05-26,Tourist,Japan,SaoPaulo,Certified,30,4,2,0,43.073170731707314,41.93832599118943,1.0
555,2024-12-25,2025-02-05,Work,India,SaoPaulo,Certified,42,12,4,1,41.64736842105263,41.93832599118943,1.0
556,2024-07-03,2024-08-13,Tourist,Germany,SaoPaulo,Certified,41,7,3,1,41.94634146341463,41.93832599118943,1.0
557,2024-09-25,2024-11-15,Student,Brazil,Mumbai,Denied,51,9,3,1,40.990338164251206,41.49626865671642,0.0
558,2024-11-15,2024-12-25,Tourist,India,Berlin,Certified,40,11,4,0,41.64736842105263,42.0548523206751,1.0
559,2024-10-16,2024-12-06,Work,Germany,SaoPaulo,Denied,51,10,4,0,41.94634146341463,41.93832599118943,0.0
560,2024-11-06,2024-12-16,Business,Brazil,Mumbai,Certified,40,11,4,0,40.990338164251206,41.49626865671642,1.0
561,2024-07-14,2024-08-27,Business,Germany,Tokyo,Certified,44,7,3,1,41.94634146341463,41.72289156626506,1.0
562,2024-01-16,2024-02-25,Work,Nigeria,Delhi,Certified,40,1,1,0,41.93877551020408,42.42922374429224,1.0
563,2024-06-28,2024-08-19,Tourist,Germany,SaoPaulo,Denied,52,6,2,1,41.94634146341463,41.93832599118943,0.0
564,2024-03-07,2024-04-25,Work,Brazil,Tokyo,Denied,49,3,1,0,40.990338164251206,41.72289156626506,0.0
565,2024-11-20,2024-12-18,Tourist,India,Tokyo,Certified,28,11,4,0,41.64736842105263,41.72289156626506,1.0
566,2024-03-27,2024-04-24,Student,India,SaoPaulo,Certified,28,3,1,0,41.64736842105263,41.93832599118943,1.0
567,2024-03-24,2024-04-22,Work,Brazil,Mumbai,Certified,29,3,1,0,40.990338164251206,41.49626865671642,1.0
568,2024-04-01,2024-05-07,Work,Brazil,Berlin,Certified,36,4,2,0,40.990338164251206,42.0548523206751,1.0
569,2024-08-22,2024-10-19,Tourist,Germany,SaoPaulo,Denied,58,8,3,1,41.94634146341463,41.93832599118943,0.0
570,2024-07-27,2024-09-11,Business,Brazil,Delhi,Denied,46,7,3,1,40.990338164251206,42.42922374429224,0.0
571,2024-12-12,2025-01-23,Student,Japan,SaoPaulo,Certified,42,12,4,1,43.073170731707314,41.93832599118943,1.0
572,2024-05-31,2024-07-12,Business,Nepal,Mumbai,Certified,42,5,2,0,41.83756345177665,41.49626865671642,1.0
573,2024-04-13,2024-05-31,Work,Brazil,Berlin,Denied,48,4,2,0,40.990338164251206,42.0548523206751,0.0
574,2024-01-18,2024-02-26,Work,Germany,Berlin,Certified,39,1,1,0,41.94634146341463,42.0548523206751,1.0
575,2024-01-03,2024-02-25,Work,India,Tokyo,Denied,53,1,1,0,41.64736842105263,41.72289156626506,0.0
576,2024-05-16,2024-06-25,Business,Nepal,SaoPaulo,Certified,40,5,2,0,41.83756345177665,41.93832599118943,1.0
577,2024-12-03,2025-01-08,Tourist,Germany,Mumbai,Certified,36,12,4,1,41.94634146341463,41.49626865671642,1.0
578,2024-07-10,2024-09-01,Work,Nigeria,Delhi,Denied,53,7,3,1,41.93877551020408,42.42922374429224,0.0
579,2024-11-22,2024-12-29,Tourist,Germany,Berlin,Certified,37,11,4,0,41.94634146341463,42.0548523206751,1.0
580,2024-02-07,2024-03-17,Student,Nigeria,Tokyo,Certified,39,2,1,0,41.93877551020408,41.72289156626506,1.0
581,2024-02-04,2024-03-23,Business,Japan,Tokyo,Denied,48,2,1,0,43.073170731707314,41.72289156626506,0.0
582,2024-10-31,2024-11-19,Business,Japan,Tokyo,Certified,19,10,4,0,43.073170731707314,41.72289156626506,1.0
583,2024-02-08,2024-03-10,Student,Japan,Mumbai,Certified,31,2,1,0,43.073170731707314,41.49626865671642,1.0
584,2024-01-19,2024-02-17,Student,India,SaoPaulo,Certified,29,1,1,0,41.64736842105263,41.93832599118943,1.0
585,2024-05-27,2024-06-30,Work,Nigeria,Delhi,Certified,34,5,2,0,41.93877551020408,42.42922374429224,1.0
586,2024-12-03,2025-01-11,Student,India,Delhi,Certified,39,12,4,1,41.64736842105263,42.42922374429224,1.0
587,2024-09-08,2024-10-11,Tourist,Nepal,Delhi,Certified,33,9,3,1,41.83756345177665,42.42922374429224,1.0
588,2024-02-06,2024-03-07,Student,Nepal,SaoPaulo,Certified,30,2,1,0,41.83756345177665,41.93832599118943,1.0
589,2024-11-01,2024-12-04,Student,Nigeria,Delhi,Certified,33,11,4,0,41.93877551020408,42.42922374429224,1.0
590,2024-11-03,2024-12-30,Work,Brazil,Tokyo,Denied,57,11,4,0,40.990338164251206,41.72289156626506,0.0
591,2024-10-19,2024-12-12,Business,Japan,SaoPaulo,Denied,54,10,4,0,43.073170731707314,41.93832599118943,0.0
592,2024-11-25,2024-12-26,Work,Nepal,Tokyo,Certified,31,11,4,0,41.83756345177665,41.72289156626506,1.0
593,2024-03-28,2024-05-04,Student,Nigeria,SaoPaulo,Certified,37,3,1,0,41.93877551020408,41.93832599118943,1.0
594,2024-12-23,2025-01-22,Work,Germany,Delhi,Certified,30,12,4,1,41.94634146341463,42.42922374429224,1.0
595,2024-04-27,2024-05-22,Business,Japan,Berlin,Certified,25,4,2,0,43.073170731707314,42.0548523206751,1.0
596,2024-10-19,2024-12-01,Student,Nepal,Berlin,Certified,43,10,4,0,41.83756345177665,42.0548523206751,1.0
597,2024-07-30,2024-09-14,Student,Germany,Tokyo,Denied,46,7,3,1,41.94634146341463,41.72289156626506,0.0
598,2024-10-11,2024-11-21,Tourist,India,Tokyo,Certified,41,10,4,0,41.64736842105263,41.72289156626506,1.0
599,2024-08-17,2024-09-23,Business,Nigeria,Berlin,Certified,37,8,3,1,41.93877551020408,42.0548523206751,1.0
600,2024-08-22,2024-09-28,Business,Brazil,Mumbai,Certified,37,8,3,1,40.990338164251206,41.49626865671642,1.0
601,2024-08-12,2024-09-28,Tourist,Japan,Delhi,Denied,47,8,3,1,43.073170731707314,42.42922374429224,0.0
602,2024-10-11,2024-11-20,Student,Germany,Berlin,Certified,40,10,4,0,41.94634146341463,42.0548523206751,1.0
603,2024-09-26,2024-11-18,Student,Japan,Mumbai,Denied,53,9,3,1,43.073170731707314,41.49626865671642,0.0
604,2024-02-19,2024-03-16,Business,Japan,Berlin,Certified,26,2,1,0,43.073170731707314,42.0548523206751,1.0
605,2024-10-28,2024-12-14,Tourist,Brazil,Tokyo,Denied,47,10,4,0,40.990338164251206,41.72289156626506,0.0
606,2024-07-14,2024-08-24,Tourist,Germany,Berlin,Certified,41,7,3,1,41.94634146341463,42.0548523206751,1.0
607,2024-04-27,2024-06-13,Student,India,Berlin,Denied,47,4,2,0,41.64736842105263,42.0548523206751,0.0
608,2024-07-06,2024-08-26,Work,Nigeria,Delhi,Denied,51,7,3,1,41.93877551020408,42.42922374429224,0.0
609,2024-12-18,2025-01-24,Tourist,India,Tokyo,Certified,37,12,4,1,41.64736842105263,41.72289156626506,1.0
610,2024-11-09,2024-12-15,Work,Germany,Berlin,Certified,36,11,4,0,41.94634146341463,42.0548523206751,1.0
611,2024-10-31,2024-12-10,Work,Japan,Delhi,Certified,40,10,4,0,43.073170731707314,42.42922374429224,1.0
612,2024-06-17,2024-08-04,Business,Germany,Mumbai,Denied,48,6,2,1,41.94634146341463,41.49626865671642,0.0
613,2024-10-13,2024-11-17,Tourist,Japan,Tokyo,Certified,35,10,4,0,43.073170731707314,41.72289156626506,1.0
614,2024-05-20,2024-07-05,Tourist,Nepal,SaoPaulo,Denied,46,5,2,0,41.83756345177665,41.93832599118943,0.0
615,2024-09-07,2024-11-03,Tourist,Japan,Berlin,Denied,57,9,3,1,43.073170731707314,42.0548523206751,0.0
616,2024-08-21,2024-10-01,Business,Nigeria,SaoPaulo,Certified,41,8,3,1,41.93877551020408,41.93832599118943,1.0
617,2024-04-01,2024-05-13,Work,Germany,Delhi,Certified,42,4,2,0,41.94634146341463,42.42922374429224,1.0
618,2024-04-07,2024-05-25,Work,Germany,Mumbai,Denied,48,4,2,0,41.94634146341463,41.49626865671642,0.0
619,2024-01-23,2024-03-18,Business,Nigeria,SaoPaulo,Denied,55,1,1,0,41.93877551020408,41.93832599118943,0.0
620,2024-02-21,2024-03-23,Work,Nepal,Delhi,Certified,31,2,1,0,41.83756345177665,42.42922374429224,1.0
621,2024-06-07,2024-07-17,Tourist,Nigeria,Tokyo,Certified,40,6,2,1,41.93877551020408,41.72289156626506,1.0
622,2024-06-23,2024-08-22,Work,Nigeria,Mumbai,Denied,60,6,2,1,41.93877551020408,41.49626865671642,0.0
623,2024-03-01,2024-03-30,Work,Japan,Mumbai,Certified,29,3,1,0,43.073170731707314,41.49626865671642,1.0
624,2024-06-01,2024-07-12,Tourist,Brazil,Berlin,Certified,41,6,2,1,40.990338164251206,42.0548523206751,1.0
625,2024-08-08,2024-09-21,Work,Nigeria,Mumbai,Certified,44,8,3,1,41.93877551020408,41.49626865671642,1.0
626,2024-03-25,2024-05-09,Student,Nigeria,SaoPaulo,Denied,45,3,1,0,41.93877551020408,41.93832599118943,0.0
627,2024-05-03,2024-06-13,Tourist,India,SaoPaulo,Certified,41,5,2,0,41.64736842105263,41.93832599118943,1.0
628,2024-05-14,2024-06-21,Student,India,Berlin,Certified,38,5,2,0,41.64736842105263,42.0548523206751,1.0
629,2024-07-03,2024-08-15,Student,India,Berlin,Certified,43,7,3,1,41.64736842105263,42.0548523206751,1.0
630,2024-05-13,2024-06-16,Student,Nigeria,Delhi,Certified,34,5,2,0,41.93877551020408,42.42922374429224,1.0
631,2024-09-25,2024-11-01,Student,Brazil,Mumbai,Certified,37,9,3,1,40.990338164251206,41.49626865671642,1.0
632,2024-04-29,2024-06-23,Work,Japan,Delhi,Denied,55,4,2,0,43.073170731707314,42.42922374429224,0.0
633,2024-06-07,2024-07-21,Student,Germany,SaoPaulo,Certified,44,6,2,1,41.94634146341463,41.93832599118943,1.0
634,2024-05-18,2024-07-04,Student,India,Mumbai,Denied,47,5,2,0,41.64736842105263,41.49626865671642,0.0
635,2024-03-07,2024-04-07,Business,India,Mumbai,Certified,31,3,1,0,41.64736842105263,41.49626865671642,1.0
636,2024-09-07,2024-10-30,Tourist,Brazil,SaoPaulo,Denied,53,9,3,1,40.990338164251206,41.93832599118943,0.0
637,2024-03-26,2024-05-03,Student,Japan,Tokyo,Certified,38,3,1,0,43.073170731707314,41.72289156626506,1.0
638,2024-04-18,2024-05-09,Tourist,India,Tokyo,Certified,21,4,2,0,41.64736842105263,41.72289156626506,1.0
639,2024-10-16,2024-11-11,Business,Nepal,Delhi,Certified,26,10,4,0,41.83756345177665,42.42922374429224,1.0
640,2024-12-12,2025-01-16,Tourist,India,Berlin,Certified,35,12,4,1,41.64736842105263,42.0548523206751,1.0
641,2024-09-01,2024-10-05,Business,Brazil,Berlin,Certified,34,9,3,1,40.990338164251206,42.0548523206751,1.0
642,2024-11-30,2024-12-26,Tourist,Japan,Mumbai,Certified,26,11,4,0,43.073170731707314,41.49626865671642,1.0
643,2024-11-07,2024-12-20,Student,Germany,Tokyo,Certified,43,11,4,0,41.94634146341463,41.72289156626506,1.0
644,2024-06-24,2024-08-09,Work,Brazil,SaoPaulo,Denied,46,6,2,1,40.990338164251206,41.93832599118943,0.0
645,2024-10-08,2024-11-20,Business,India,Mumbai,Certified,43,10,4,0,41.64736842105263,41.49626865671642,1.0
646,2024-04-29,2024-06-11,Tourist,Brazil,Mumbai,Certified,43,4,2,0,40.990338164251206,41.49626865671642,1.0
647,2024-06-17,2024-08-04,Tourist,Nigeria,Mumbai,Denied,48,6,2,1,41.93877551020408,41.49626865671642,0.0
648,2024-07-14,2024-08-24,Business,Nepal,SaoPaulo,Certified,41,7,3,1,41.83756345177665,41.93832599118943,1.0
649,2024-12-16,2025-02-01,Student,Germany,Delhi,Denied,47,12,4,1,41.94634146341463,42.42922374429224,0.0
650,2024-11-05,2024-12-10,Tourist,Japan,SaoPaulo,Certified,35,11,4,0,43.073170731707314,41.93832599118943,1.0
651,2024-06-27,2024-08-09,Work,Nepal,Tokyo,Certified,43,6,2,1,41.83756345177665,41.72289156626506,1.0
652,2024-08-26,2024-10-15,Tourist,Nepal,Berlin,Denied,50,8,3,1,41.83756345177665,42.0548523206751,0.0
653,2024-03-14,2024-04-27,Business,India,Berlin,Certified,44,3,1,0,41.64736842105263,42.0548523206751,1.0
654,2024-10-20,2024-11-22,Business,Germany,SaoPaulo,Certified,33,10,4,0,41.94634146341463,41.93832599118943,1.0
655,2024-07-20,2024-08-25,Business,Brazil,Tokyo,Certified,36,7,3,1,40.990338164251206,41.72289156626506,1.0
656,2024-07-13,2024-08-15,Student,Nepal,Mumbai,Certified,33,7,3,1,41.83756345177665,41.49626865671642,1.0
657,2024-10-06,2024-11-14,Tourist,Nepal,Delhi,Certified,39,10,4,0,41.83756345177665,42.42922374429224,1.0
658,2024-08-19,2024-10-01,Student,India,Tokyo,Certified,43,8,3,1,41.64736842105263,41.72289156626506,1.0
659,2024-01-27,2024-02-25,Student,Brazil,Delhi,Certified,29,1,1,0,40.990338164251206,42.42922374429224,1.0
660,2024-04-15,2024-05-23,Business,Germany,Delhi,Certified,38,4,2,0,41.94634146341463,42.42922374429224,1.0
661,2024-03-05,2024-04-18,Work,Nepal,SaoPaulo,Certified,44,3,1,0,41.83756345177665,41.93832599118943,1.0
662,2024-09-25,2024-11-11,Business,India,Berlin,Denied,47,9,3,1,41.64736842105263,42.0548523206751,0.0
663,2024-01-13,2024-02-24,Business,Brazil,Tokyo,Certified,42,1,1,0,40.990338164251206,41.72289156626506,1.0
664,2024-03-14,2024-04-26,Work,Germany,Mumbai,Certified,43,3,1,0,41.94634146341463,41.49626865671642,1.0
665,2024-08-06,2024-09-22,Tourist,Brazil,Delhi,Denied,47,8,3,1,40.990338164251206,42.42922374429224,0.0
666,2024-09-10,2024-11-03,Tourist,Nepal,Delhi,Denied,54,9,3,1,41.83756345177665,42.42922374429224,0.0
667,2024-07-02,2024-08-19,Tourist,India,Mumbai,Denied,48,7,3,1,41.64736842105263,41.49626865671642,0.0
668,2024-11-10,2024-12-25,Work,Germany,Delhi,Denied,45,11,4,0,41.94634146341463,42.42922374429224,0.0
669,2024-12-01,2025-01-16,Tourist,Japan,Berlin,Denied,46,12,4,1,43.073170731707314,42.0548523206751,0.0
670,2024-02-18,2024-03-23,Business,Germany,Mumbai,Certified,34,2,1,0,41.94634146341463,41.49626865671642,1.0
671,2024-12-13,2025-01-18,Tourist,Nigeria,Berlin,Certified,36,12,4,1,41.93877551020408,42.0548523206751,1.0
672,2024-08-12,2024-10-01,Business,Germany,Berlin,Denied,50,8,3,1,41.94634146341463,42.0548523206751,0.0
673,2024-08-20,2024-10-04,Work,Brazil,Mumbai,Denied,45,8,3,1,40.990338164251206,41.49626865671642,0.0
